
Name	Description	Flags
devonly_chicken_activity_debug false	Print chicken activity info to the console	developmentonly gamedll
devonly_chicken_blocktimer 0.200000	Chicken blockertimer	developmentonly gamedll
devonly_chicken_feeler_distance 30.000000	Chicken feeler distance	developmentonly gamedll
devonly_chicken_feeler_height 5.000000	Chicken feeler height	developmentonly gamedll
devonly_chicken_feeler_pitch 45.000000	Chicken feeler pitch	developmentonly gamedll
diffcheck true	Activate diffcheck system.	developmentonly defensive
diffcheck_playerslot 0		developmentonly defensive
diffcheck_spew true	Actually show diffcheck results.	developmentonly defensive
diffcheck_spew_diff_filter	Show diff with matching filter substring only.	developmentonly defensive
diffcheck_spew_diff_only false	Show diff only.	developmentonly defensive
disable_dynamic_prop_loading false	If non-zero when a map loads, dynamic props won't be loaded	gamedll cheat
disable_source_soundscape_trace false	Bypasses lookup of soundscapes for indvidual audio sources when enabled.	developmentonly gamedll defensive
display_game_events false		gamedll cheat
dota_enable_spatial_audio false	Flag to enable spatial audio in Dota 2.	release
dota_overhead_on_received_item true	Emit an overhead particle effect on receiving an item from an ally.	developmentonly gamedll clientdll replicated defensive
dota_spatial_audio_mix 1.000000	Mix value to blend spatial and non-spatial audio in Dota 2.	release
dota_toast_manager_override_duration -1.000000		developmentonly clientdll
dsp_automatic 0		developmentonly demo defensive
dsp_db_min 80		developmentonly demo defensive
dsp_db_mixdrop 0.500000		developmentonly demo defensive
dsp_dist_max 1440.000000		cheat demo
dsp_dist_min 0.000000		cheat demo
dsp_mix_max 0.800000		developmentonly demo defensive
dsp_mix_min 0.200000		developmentonly demo defensive
dsp_off false		cheat
dsp_vol_2ch 1.000000		developmentonly demo defensive
dsp_vol_4ch 0.500000		developmentonly demo defensive
dsp_vol_5ch 0.500000		developmentonly demo defensive
dsp_volume 0.800000		archive demo
dump_audio_input false		developmentonly
econ_debug_loadout_ui false	Show debug data when players change their loadout.	developmentonly clientdll
econ_enable_inventory_images true	allow inventory image rendering for use by scaleform	developmentonly clientdll
econ_inventory_image_pinboard false		developmentonly clientdll
enable_boneflex true		clientdll archive
engine_accurate_input_processing_delta_time false	When true, elapsed time given to the input processing will be the time elapsed since the last input processing. This is only relevant when input is processed multiple times per frame ( i.e. multiple ticks per frame)	developmentonly defensive
engine_allow_multiple_simulates_per_frame false	When the client is catching up in low frame rate situations, should we run client simulate more than once a frame?	developmentonly defensive
engine_allow_multiple_ticks_per_frame true	When the client is catching up in low frame rate situations, should we run tick more than once a frame?	developmentonly defensive
engine_client_tick_pad_enable false		developmentonly defensive
engine_cpu_info_extended	CPU the engine is running on.	developmentonly defensive
engine_frametime_amnesty_debug false	Enable logging about events that disable frame time warnings	developmentonly defensive
engine_frametime_warnings_enable true	Enable framerate-related warnings, such as sv_long_frame_ms. Disabling warnings is useful when running in situations such a debug where a slow frame rate is expected	developmentonly defensive
engine_low_latency_sleep_after_client_tick false	When r_low_latency is enabled, this moves the low latency sleep on tick frames to happen after client simulation.	release
engine_max_resource_system_update_time 5		developmentonly defensive
engine_max_ticks_to_simulate -1	Max number of ticks to simulate per frame, after which simulation will start to slow down compared to real time.	developmentonly defensive
engine_no_focus_sleep 20		archive
engine_no_focus_sleep_vconsole_suppress true	When VConsole is in the foreground, don't trigger engine_no_focus_sleep behavior	developmentonly defensive
engine_ostype	OS type the engine is running on.	developmentonly defensive
engine_platform_name_extended	Platform the engine is running on.	developmentonly defensive
engine_relaunch_app_before_exiting false	Use this to tell Steam to relaunch the app right after existing	hidden release
engine_render_only false		developmentonly defensive
engine_rendersystem_init	Rendersystem option requested (changing this does not change the rendersystem).	developmentonly defensive
engine_rendersystem_shader_model 0	Rendersystem shader model in use (changing this does not change the shader model).	developmentonly defensive
engine_rendersystem_used	Rendersystem option in use (changing this does not change the rendersystem).	developmentonly defensive
engine_show_frame_dispatch false	show frame dispatch names.	developmentonly
engine_show_frame_pacing false		release
engine_show_frame_ticks false		developmentonly defensive
engine_sse42 true	turn on sse4.2 optimizations in the engine	developmentonly defensive
english true	If set to 1, running the english language set of assets.	clientdll userinfo
ent_actornames_font Consolas	ent_actornames font name	gamedll clientdll replicated cheat
ent_actornames_fontsize 24	ent_actornames font size	gamedll clientdll replicated cheat
ent_bitvec_enable false		developmentonly gamedll defensive
ent_debug_draw_thinkers false		developmentonly gamedll clientdll replicated defensive
ent_joint_axis_size 4.000000		developmentonly gamedll defensive
ent_joint_filter_substring		developmentonly gamedll defensive
ent_joint_names true		developmentonly gamedll defensive
ent_joint_only_ik_joints false		developmentonly gamedll defensive
ent_joint_use_bind_pose false		developmentonly gamedll defensive
ent_messages_draw false	Visualizes all entity input/output activity.	gamedll clientdll replicated cheat
ent_pivot_size 20.000000		gamedll archive cheat
ent_revert_dormancy_change false		developmentonly clientdll defensive
ent_show_contexts false	Show entity contexts in ent_text display	gamedll cheat
ent_showonlyattachment		gamedll cheat
ent_skeleton_duration 0.000000	Duration of ent_skeleton display	gamedll clientdll replicated cheat
ent_skeleton_only_ik_joints false		developmentonly gamedll defensive
ent_steadystate_batchsize 20	Max number of entities to transmit to player	developmentonly gamedll defensive
ent_steadystate_delay 5.000000	Time in seconds without network state changes until an entity is considered for trickle updates	developmentonly gamedll defensive
ent_steadystate_enable true		developmentonly gamedll defensive
ent_steadystate_interval 0.100000	Rate at which entities can be trickled to players	developmentonly gamedll defensive
ent_test_interpolation false		developmentonly clientdll defensive
ent_text_flags_active -1		gamedll archive cheat
ent_text_no_name_really_i_mean_it false		gamedll cheat
entity_log_load_unserialize 0	Output unserialization of entities on map load. 0 - off, 1 - client/server, 2 - server, 3 - client	gamedll clientdll replicated cheat
eom_local_player_defeat_anim_enabled true		clientdll archive release
execute_command_every_frame		cheat
fade_debug_splitscreen_slot -1		developmentonly clientdll defensive
ff_damage_bullet_penetration 0.000000	If friendly fire is off, this will scale the penetration power and damage a bullet does when penetrating another friendly player
Min: 0.000000
Max: 1.000000	gamedll clientdll replicated release commandline_enforced
ff_damage_decoy_explosion false	Enables or disables team damage from decoy detonation	gamedll clientdll replicated release
ff_damage_reduction_bullets 0.100000	How much to reduce damage done to teammates when shot. Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy)	gamedll clientdll replicated release commandline_enforced
ff_damage_reduction_grenade 0.250000	How much to reduce damage done to teammates by a thrown grenade. Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy)	gamedll clientdll replicated release commandline_enforced
ff_damage_reduction_grenade_self 1.000000	How much to damage a player does to himself with his own grenade. Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy)	gamedll clientdll replicated release commandline_enforced
ff_damage_reduction_other 0.250000	How much to reduce damage done to teammates by things other than bullets and grenades. Range is from 0 - 1 (with 1 being damage equal to what is done to an enemy)	gamedll clientdll replicated release commandline_enforced
filesystem_buffer_size 0	Size of per file buffers. 0 for none	developmentonly defensive
filesystem_fake_latency 0		developmentonly defensive
filesystem_max_stdio_read 16		developmentonly defensive
filesystem_native true	Use native FS or STDIO	developmentonly defensive
filesystem_report_buffered_io false		developmentonly defensive
filesystem_unbuffered_io true		developmentonly defensive
filter_player_simulation_time true		developmentonly gamedll clientdll replicated
fire_absorbrate 3.000000		developmentonly gamedll defensive
fire_dmgbase 1.000000		developmentonly gamedll defensive
fire_dmginterval 1.000000		developmentonly gamedll defensive
fire_dmgscale 0.100000		developmentonly gamedll defensive
fire_extabsorb 5.000000		developmentonly gamedll defensive
fire_extinguishes_under_water false		developmentonly gamedll clientdll replicated defensive
fire_extscale 12.000000		developmentonly gamedll defensive
fire_growthrate 1.000000		developmentonly gamedll defensive
fire_heatscale 1.000000		developmentonly gamedll defensive
fire_incomingheatscale 0.100000		developmentonly gamedll defensive
fire_maxabsorb 50.000000		developmentonly gamedll defensive
fire_use_modifier false		developmentonly gamedll clientdll replicated defensive
fish_debug false	Show debug info for fish	clientdll cheat
fish_dormant false	Turns off interactive fish behavior. Fish become immobile and unresponsive.	gamedll replicated cheat
fog_color -1.000000 -1.000000 -1.000000		clientdll cheat
fog_colorskybox -1.000000 -1.000000 -1.000000		clientdll cheat
fog_enable true	Enable fog	clientdll cheat
fog_enableskybox true		clientdll cheat
fog_end -1.000000		clientdll cheat
fog_endskybox -1.000000		clientdll cheat
fog_hdrcolorscale -1.000000		clientdll cheat
fog_hdrcolorscaleskybox -1.000000		clientdll cheat
fog_maxdensity -1.000000		clientdll cheat
fog_maxdensityskybox -1.000000		clientdll cheat
fog_override 0	Overrides the map's fog settings (-1 populates fog_ vars with map's values)	clientdll cheat
fog_override_enable false	Use fog_override convars instead of world fog data	cheat
fog_override_end 3500.000000		cheat
fog_override_exponent 2.000000		cheat
fog_override_max_density 0.400000		cheat
fog_override_start 1000.000000		cheat
fog_start -1.000000		clientdll cheat
fog_startskybox -1.000000		clientdll cheat
fog_volume_debug false	If enabled, prints diagnostic information about the current fog volume	developmentonly gamedll defensive
font_show_glyph_miss false		developmentonly
footstep_audible_threshold 0.550000		developmentonly gamedll clientdll replicated defensive
footstep_debug false		developmentonly gamedll clientdll replicated defensive
footstep_force_volume -1.000000		developmentonly gamedll clientdll replicated defensive
force_spectator_only_tools false		developmentonly clientdll hidden cheat
fov_cs_debug 0.000000	Sets the view fov if cheats are on.	clientdll cheat
fov_cs_near_z 6.500000		developmentonly clientdll cheat
fov_cs_super_ultrawide_near_z 1.000000		developmentonly clientdll cheat
fov_cs_ultrawide_near_z 4.000000		developmentonly clientdll cheat
fov_desired 75.000000	Sets the base field-of-view.
Min: 1.000000
Max: 135.000000	clientdll archive userinfo
fps_max 400.000000	Frame rate limiter. 0=no limit. Does not apply to dedicated server.	archive release
fps_max_tools 120.000000	Additional frame rate limit while in tools mode and a window other than the game window has focus. Note that fps_max still applies, this only allows the maximum frame rate for tools mode to be lower. 0=no tools specific limit.	archive
fps_max_ui 200.000000	Frame rate limiter while the game UI is displayed. 0=no limit. Does not apply to dedicated server.	archive
frag_grenade_blip_frequency 1.000000		developmentonly gamedll clientdll replicated defensive
freecamera_accel 5.000000	Tweak this parameter to adjust Free Camera movement acceleration.	developmentonly clientdll defensive
freecamera_fog_end 2500.000000	Fog end for Free Camera.	developmentonly clientdll defensive
freecamera_fog_start 1800.000000	Fog start for Free Camera.	developmentonly clientdll defensive
freecamera_max_speed 500.000000	Tweak this parameter to adjust Free Camera movement max speed.	developmentonly clientdll defensive
freecamera_rotation_multiplier 10.000000	Tweak this parameter to adjust Free Camera mouse rotation.	developmentonly clientdll defensive
freecamera_zfar 4500.000000	Fog start for Free Camera.	developmentonly clientdll defensive
fs_async_threads -1	Number of IO threads in async filesystem (-1 == auto)	developmentonly defensive
fs_fake_read_delay_ms 0	Add N ms of delay to every low-level read operation, to simulate a slow disk	developmentonly defensive
fs_report_async_io false		developmentonly defensive
fs_report_long_reads 0	0:Off, 1:All (for tracking accumulated duplicate read times), >1:Microsecond threashold	developmentonly defensive
fs_report_sync_opens 0	0:Off, 1:Always, 2:Not during load	release
fs_warning_mode 0	0:Off, 1:Warn main thread, 2:Warn other threads	developmentonly defensive
func_break_max_pieces 15		gamedll archive replicated
func_break_reduction_factor 0.500000		developmentonly gamedll defensive
func_breakdmg_bullet 0.500000		developmentonly gamedll defensive
func_breakdmg_club 1.500000		developmentonly gamedll defensive
func_breakdmg_explosive 1.250000		developmentonly gamedll defensive
func_mover_debug false		developmentonly gamedll defensive
func_mover_get_speed_override 0.000000		developmentonly gamedll defensive
fx_drawmetalspark true	Draw metal spark effects.	developmentonly clientdll
g_debug_angularsensor false		gamedll cheat
g_debug_constraint_sounds false	Enable debug printing about constraint sounds.	gamedll cheat
g_debug_doors false		developmentonly gamedll defensive
g_debug_ragdoll_visualize false		clientdll cheat
g_debug_transitions 0	Set to 1 and restart the map to be warned if the map has no trigger_transition volumes. Set to 2 to see a dump of all entities & associated results during a transition.	developmentonly gamedll cheat
g_ragdoll_fadespeed 600		developmentonly clientdll defensive
g_ragdoll_important_maxcount 2		developmentonly gamedll clientdll replicated defensive
g_ragdoll_lvfadespeed 100		developmentonly clientdll defensive
g_ragdoll_maxcount 5		developmentonly gamedll clientdll replicated defensive
game_mode 1	The current game mode (based on game type). See GameModes.txt.	gamedll clientdll replicated release
game_online true	The current game is online.	developmentonly gamedll clientdll hidden replicated defensive
game_particle_manager_requeue_messages true		developmentonly clientdll hidden defensive
game_public true	The current game is public.	developmentonly gamedll clientdll hidden replicated defensive
game_type 0	The current game type. See GameModes.txt.	gamedll clientdll replicated release
gameevents_showeventlisteners false	Show listening addition/removals	developmentonly defensive
gameevents_showevents 0	Dump game events to console. (1 = Show Signaling, 2 = Show Posting also).	developmentonly defensive
gameinstructor_enable false	Display in game lessons that teach new players.	clientdll release
gameinstructor_find_errors false	Set to 1 and the game instructor will run EVERY scripted command to uncover errors.	clientdll cheat
gameinstructor_start_sound_cooldown 4.000000	Number of seconds forced between similar lesson start sounds.	developmentonly clientdll defensive
gameinstructor_verbose 0	Set to 1 for standard debugging or 2 (in combo with gameinstructor_verbose_lesson) to show update actions.	clientdll cheat
gameinstructor_verbose_lesson	Display more verbose information for lessons have this name.	clientdll cheat
gamestats_file_output_directory	When -gamestatsfileoutputonly is specified, file will be emitted here instead of to modpath	developmentonly gamedll defensive
gc_secret_key	Secret key for authenticating with the GC	developmentonly gamedll protected defensive
gl_clear true		developmentonly clientdll defensive
gl_clear_gray false	Clear the back buffer to gray every frame.	clientdll cheat
gl_clear_randomcolor false	Clear the back buffer to random colors every frame. Helps spot open seams in geometry.	clientdll cheat
glow_chickens false	Glow chickens with a green outline.	developmentonly gamedll
glow_outline_width 6.000000	Width of glow outline effect in screen space.	clientdll cheat
glow_use_tolerance 0.850000		clientdll replicated cheat
gotv_theater_container	Enables GOTV theater mode for the specified container, setting it to 'live' will play top live matches	clientdll release
gpu_level 3	GPU Level - Default: High	developmentonly clientdll defensive
gpu_mem_level 2	Memory Level - Default: High	developmentonly clientdll defensive
hairsim_force_fixed_timestep true		developmentonly defensive
hairsim_reset false		developmentonly defensive
healthshot_allow_use_at_full true		gamedll clientdll replicated release commandline_enforced
healthshot_health 50		gamedll clientdll replicated release commandline_enforced
healthshot_healthboost_damage_multiplier 1.000000		gamedll clientdll replicated release commandline_enforced
healthshot_healthboost_speed_multiplier 1.000000		gamedll clientdll replicated release commandline_enforced
healthshot_healthboost_time 1.000000		gamedll clientdll replicated release commandline_enforced
hidehud 0	bitmask: 1=weapon selection, 2=flashlight, 4=all, 8=health, 16=player dead, 32=needssuit, 64=misc, 128=chat, 256=crosshair, 512=vehicle crosshair, 1024=in vehicle	clientdll cheat
hinttext_displaytime 4.000000		developmentonly clientdll defensive
host_force_frametime_to_equal_tick_interval false		developmentonly defensive
host_force_max_frametime_to_tick_interval false		developmentonly defensive
host_framerate 0.000000	Set to lock per-frame time elapse.	release
host_readconfig_ignore_userconfig false	Whether we should ignore the user config file for reading/writing.	cheat
host_timescale 1.000000	Prescale the clock by this amount.	replicated cheat
hostage_debug 0	Show hostage AI debug information	gamedll clientdll replicated cheat
hostage_drop_time 1.000000	Time for the hostage before it fully drops to ground	developmentonly gamedll
hostage_is_silent false	When set, the hostage won't play any code driven response rules lines	gamedll clientdll replicated cheat
hostfile host.txt	The HOST file to load.	gamedll release
hostip 0	Host game server ip	release
hostname	Hostname for server.	release
hostname_in_client_status false	Show server hostname in client status.	release
hostport 27015	Host game server port	release
hud_fastswitch 0		clientdll archive
hud_scaling 1.000000	Scales hud elements
Min: 0.900000
Max: 1.100000	clientdll archive
hud_showtargetid true	Enables display of target names	clientdll archive per_user
hullivr_edge_merge_tan 0.020000	Should we try to straighten two faces connected to this edge? (tangent)	developmentonly replicated defensive
hullivr_faceisland_merge_disp 0.000000	Should we straighten face island if the displacement is this much? (inches)	developmentonly replicated defensive
hullivr_faceisland_merge_tan 0.040000	Should we try to straighten an island of faces deviating from their average normal (tangent)?	developmentonly replicated defensive
hullivr_version 3		developmentonly replicated defensive
ik_constraints_enabled true		developmentonly defensive
ik_debug_all_chains_unique_color_per_chain false		developmentonly defensive
ik_debug_ccd 0		developmentonly defensive
ik_debug_chain_to_filter_by		gamedll clientdll replicated cheat
ik_debug_constraints -1		developmentonly defensive
ik_debug_dogleg3bone 0		developmentonly defensive
ik_debug_dogleg3bone_enabled true		developmentonly defensive
ik_debug_fabrik_backwards_enabled true		developmentonly defensive
ik_debug_fabrik_backwards_iterations 0		developmentonly defensive
ik_debug_fabrik_forwards_enabled true		developmentonly defensive
ik_debug_fabrik_forwards_iterations 0		developmentonly defensive
ik_debug_groundtraces false	Show IK trace related details	developmentonly gamedll clientdll replicated
ik_debug_perlin_solver false		developmentonly gamedll clientdll replicated defensive
ik_debug_planetilt 0		developmentonly defensive
ik_debug_planetilt_axis_length 20.000000		developmentonly defensive
ik_debug_targets false		developmentonly defensive
ik_enable true	Enable IK.	cheat
ik_fabrik_align_chain true		developmentonly defensive
ik_fabrik_backwards_enabled true		developmentonly defensive
ik_fabrik_forwards_enabled true		developmentonly defensive
ik_fabrik_override_num_iterations -1		developmentonly defensive
ik_final_fixup_enable true		developmentonly defensive
ik_hinge_debug_bone_index -1		gamedll clientdll replicated cheat
ik_planetilt_enable true		developmentonly defensive
imgui_debug_draw_dashboard_toggle_pause false	Dashboard/Pause Game When Activated	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_debug_draw_dashboard_window false	Dashboard/Show Dashboard	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_debug_draw_dashboard_window_toggle_focus false	Dashboard toggle focus	developmentonly gamedll clientdll replicated cheat
imgui_default_font_size 20.000000	Default imgui font size	archive cheat
imgui_domain 2	1 == client, 2 == server	developmentonly gamedll clientdll archive replicated cheat
imgui_enable false	if imgui should display	developmentonly gamedll clientdll replicated cheat
imgui_enable_input false	if imgui should consume input	developmentonly gamedll clientdll replicated cheat
imgui_ent_text_enable true	Show Entity Text in Window	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_entity_browser_size 0		developmentonly gamedll clientdll archive replicated cheat
imgui_show_bullets false	CSGO/Bullets	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_command_tool false	Game/Show Command Tool	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_entity_browser false	Game/Show Entity Browser	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_entity_catalog false	Game/Show Entity Catalog	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_example_window false	Source2/Show Example Window	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_grenades_window false	CS2/Show Grenades History	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_overlay_nav_editor false	Game/Nav Editor	developmentonly gamedll cheat menubar_item
imgui_show_sim_history_window false	Simulation History	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_show_sound_window false	Source2/Show Sound Window	developmentonly gamedll clientdll archive replicated cheat menubar_item
imgui_temp_enable false	if imgui should display temporarily	developmentonly gamedll clientdll replicated cheat
in_button_double_press_window 0.220000	How short the time between presses needs to be for us to consider it a double-press	developmentonly gamedll clientdll replicated defensive
in_spewbuttondelta 0	Spew button deltas, 0 = off, 1 = server, 2 = client, 3 = both	developmentonly gamedll clientdll replicated
in_spewbuttonhold 0	Spew button hold times, 0 = off, 1 = server, 2 = client, 3 = both	developmentonly gamedll clientdll replicated
in_spewent -1	Which entity should we spew input for? (Useful for debugging bot input)	developmentonly gamedll clientdll replicated
in_spewinput 0	Spew input, 0 = off, 1 = server, 2 = client, 3 = both	developmentonly gamedll clientdll replicated
inferno_batched_rays true		developmentonly clientdll defensive
inferno_child_spawn_interval_multiplier 0.100000	Amount spawn interval increases for each child	gamedll cheat
inferno_child_spawn_max_depth 4		gamedll replicated release
Inferno_concav_plane_threshold -10.000000		developmentonly clientdll defensive
inferno_ct_experiment true	enable ct incendiary experiment	gamedll clientdll replicated cheat
inferno_damage 40.000000	Damage per second	gamedll cheat
inferno_damage_ct 40.000000	Damage per second from CT inferno	gamedll cheat
inferno_damage_timer 0.200000	How long between times for the inferno to deal damage.	developmentonly gamedll clientdll replicated defensive
inferno_debug false		gamedll cheat
inferno_dlight_spacing 7200.000000	Inferno dlights are at least this far apart	clientdll cheat
inferno_dlights 30.000000	Min FPS at which molotov dlights will be created	developmentonly clientdll defensive
inferno_fire 2		developmentonly clientdll defensive
inferno_flame_lifetime 7.000000	Average lifetime of each flame in seconds	gamedll replicated release
inferno_flame_lifetime_incendiary 5.500000	Average lifetime of each flame in seconds (incgrenade)	gamedll replicated release
inferno_flame_spacing 42.000000	Minimum distance between separate flame spawns	gamedll cheat
inferno_forward_reduction_factor 0.900000		gamedll cheat
inferno_friendly_fire_duration 6.000000	For this long, FF is credited back to the thrower.	gamedll cheat
inferno_initial_spawn_interval 0.020000	Time between spawning flames for first fire	gamedll cheat
inferno_max_child_spawn_interval 0.500000	Largest time interval for child flame spawning	gamedll cheat
inferno_max_flames 16	Maximum number of flames that can be created	gamedll replicated release
inferno_max_range 150.000000	Maximum distance flames can spread from their initial ignition point	gamedll replicated release
inferno_max_range_ct 110.000000	Maximum distance flames can spread from their initial ignition point for an incendiary	gamedll replicated release
inferno_max_trace_per_tick 16		developmentonly gamedll defensive
inferno_per_flame_spawn_duration 3.000000	Duration each new flame will attempt to spawn new flames	gamedll cheat
inferno_smoke_volume_density 0.030000		gamedll cheat
inferno_spawn_angle 45.000000	Angular change from parent	gamedll cheat
inferno_surface_offset 15.000000		gamedll cheat
inferno_velocity_decay_factor 0.200000		gamedll cheat
inferno_velocity_factor 0.003000		gamedll cheat
inferno_velocity_normal_factor 0.000000		gamedll cheat
input_button_code_is_scan_code_scd true	Bind keys based on keyboard position instead of key name	archive per_user
input_downimpulsevalue 0.700000		developmentonly clientdll
input_filter_relative_analog_inputs false		clientdll archive
input_forceuser -1	Force user input to this split screen player.	cheat
input_upimpulsevalue 0.300000		developmentonly clientdll
install_dlc_workshoptools_cvar -1	DLC Install Status	clientdll release
instant_replay true	Enable instant replay recording.	developmentonly defensive
instant_replay_history_limit 120	Maximum amount of minutes to save history (0 is unlimited).	developmentonly defensive
instant_replay_history_limit_low 10	Maximum amount of minutes to save history on low memory (32 bit) systems (0 is unlimited).	developmentonly defensive
ip	Overrides IP for multihomed hosts	release
iv_debugbone	Debug bone name for interpolation spew of CAnimationState.	release
iv_parallel_latch true		developmentonly clientdll defensive
iv_parallel_restore false		developmentonly clientdll defensive
iv_wrapped_parallel_latch true		developmentonly clientdll defensive
joy_accel_filter 0.200000		developmentonly clientdll
joy_accelmax 1.000000		developmentonly clientdll
joy_accelscale 0.600000		developmentonly clientdll
joy_advanced false		clientdll archive
joy_advaxisr 0		clientdll archive
joy_advaxisu 0		clientdll archive
joy_advaxisv 0		clientdll archive
joy_advaxisx 0		clientdll archive
joy_advaxisy 0		clientdll archive
joy_advaxisz 0		clientdll archive
joy_autosprint 0.000000	Automatically sprint when moving with an analog joystick	developmentonly clientdll defensive
joy_axisbutton_threshold 0.300000	Analog axis range before a button press is registered.	archive
joy_axisr_deadzone 0.150000		archive per_user
joy_axisr_relative false		archive per_user
joy_axisu_deadzone 0.150000		archive per_user
joy_axisu_relative false		archive per_user
joy_axisv_deadzone 0.150000		archive per_user
joy_axisv_relative false		archive per_user
joy_axisx_deadzone 0.150000		archive per_user
joy_axisx_relative false		archive per_user
joy_axisy_deadzone 0.150000		archive per_user
joy_axisy_relative false		archive per_user
joy_axisz_deadzone 0.150000		archive per_user
joy_axisz_relative false		archive per_user
joy_circle_correct_mode 1		clientdll archive per_user
joy_circle_correct_mode_vehicle 2		clientdll archive per_user
joy_display_input false		clientdll archive
joy_forward_sensitivity 1.000000		clientdll archive per_user
joy_lowend 1.000000		developmentonly clientdll
joy_lowmap 1.000000		developmentonly clientdll
joy_movement_stick false	Which stick controls movement (0 is left stick)	clientdll archive per_user
joy_name joystick		clientdll archive
joy_pegged 0.750000		developmentonly clientdll
joy_pitch_sensitivity 3.000000		clientdll archive per_user
joy_pitchsensitivity 1.000000		clientdll archive per_user
joy_response_look 0		clientdll archive per_user
joy_response_move 9		clientdll archive per_user
joy_response_move_vehicle 6		developmentonly clientdll defensive
joy_sensitive_step0 0.100000		developmentonly clientdll
joy_sensitive_step1 0.400000		developmentonly clientdll
joy_sensitive_step2 0.900000		developmentonly clientdll
joy_side_sensitivity 1.000000		clientdll archive per_user
joy_sidesensitivity 1.000000		clientdll archive
joy_vehicle_turn_lowend 0.700000		developmentonly clientdll
joy_vehicle_turn_lowmap 0.400000		developmentonly clientdll
joy_virtual_peg 0.000000		developmentonly clientdll
joy_xcontroller_cfg_loaded false	If 0, the 360controller.cfg file will be executed on startup & option changes.	developmentonly clientdll defensive
joy_yaw_sensitivity 3.000000		clientdll archive per_user
joy_yawsensitivity -1.000000		clientdll archive per_user
joystick false	True if the joystick is enabled, false otherwise.	clientdll archive
jpeg_quality 90	Set jpeg screenshot quality. [1..100]
Min: 1
Max: 100	developmentonly defensive
key_bind_version 0		clientdll hidden archive release
keychain_animation_reactivity 0.500000		developmentonly clientdll
keychain_preview_limit_step 0.125000		developmentonly clientdll
keychain_reactivity 0.100000		developmentonly clientdll
keychain_wmul 1.000000		developmentonly clientdll
labelled_debug_helper_arc_segments 20		gamedll clientdll replicated cheat
labelled_debug_helper_enabled true		gamedll clientdll replicated cheat
labelled_debug_helper_scale 1.000000		gamedll clientdll replicated cheat
labelled_debug_helper_show_position false		gamedll clientdll replicated cheat
labelled_debug_helper_show_text true		gamedll clientdll replicated cheat
labelled_debug_helper_skeleton_show_bone_names true		gamedll clientdll replicated cheat
lb_allow_shadow_rotation true	SceneSystem/LightBinner/Shadow Rotation	developmentonly cheat menubar_item
lb_allow_time_sliced_shadow_map_rendering true	Allow time-sliced shadow buffer rendering when enabled via gameinfo.gi	developmentonly defensive
lb_barnlight_shadow_use_precomputed_vis true		developmentonly defensive
lb_barnlight_shadowmap_scale 1.000000	Scale for computed barnlight shadowmap size	release
lb_bin_slices 8192		developmentonly defensive
lb_convert_to_barn_lights_falloff_match_point 0.150000		developmentonly defensive
lb_csm_cascade_size_override -1	Override width/height of individual cascades in the CSM	developmentonly defensive
lb_csm_cross_fade_override -1.000000	Override CSM cross fade amount	developmentonly defensive
lb_csm_distance_fade_override -1.000000	Override CSM distance fade	developmentonly defensive
lb_csm_draw_alpha_tested true		developmentonly defensive
lb_csm_draw_translucent true		developmentonly defensive
lb_csm_fov_override -1.000000		developmentonly cheat
lb_csm_override_bulb_radius -1.000000	Override bulb radius for CSM	developmentonly defensive
lb_csm_override_staticgeo_cascades false	Override Cascades that will render static objects with lb_csm_override_staticgeo_cascades_value	developmentonly defensive
lb_csm_override_staticgeo_cascades_value -1	If lb_csm_override_staticgeo_cascades, override value used to determine which cascades render static objects	developmentonly defensive
lb_csm_receiver_plane_depth_bias 0.000015	Shader depth bias applied to shadow receiver (Note this conflicts with renderstate depth bias, both now default to 0)	developmentonly defensive
lb_csm_receiver_plane_depth_bias_transmissive_backface 0.000150	Depth bias applied to shadow receiver for transmissive backface geo (based on renderstate depthbias being 0)	developmentonly defensive
lb_cubemap_normalization_max 1.000000		developmentonly defensive
lb_cubemap_normalization_roughness_begin 0.100000		developmentonly defensive
lb_debug_light_bounds false	SceneSystem/LightBinner/Debug Light Bounds	developmentonly cheat menubar_item
lb_debug_shadow_atlas false	SceneSystem/LightBinner/Debug Shadow Atlas	developmentonly cheat menubar_item
lb_debug_shadowtile_atlas false	SceneSystem/LightBinner/Debug ShadowTile Atlas	developmentonly cheat menubar_item
lb_debug_silhouette 0	SceneSystem/LightBinner/Debug Silhouettes	developmentonly cheat menubar_item
lb_debug_tiles 0	SceneSystem/LightBinner/Debug Tiles	developmentonly cheat menubar_item
